update,time_sec,valid_steps,mean_reward,mean_return,mean_advantage,done_fraction,episodes_finished,mean_episode_return,mean_episode_length,total_env_steps,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,total_loss,num_updates
1.0,3.2495076656341553,512.0,-2.2870612144470215,-126.44336700439453,-8.648634910583496,0.001953125,1.0,-565.420166015625,322.0,923136.0,-0.011213634349405765,1828.0343627929688,2.633991034825643,0.014363301956715683,0.17858072916666667,913.9796142578125,601.0
2.0,6.1150593757629395,512.0,-1.376206398010254,-104.10321807861328,-2.309347152709961,0.0,0.0,0.0,0.0,924672.0,-0.003770628509422143,335.09998016357423,2.6387284199396768,0.015773439775997152,0.20670572916666666,167.51983261108398,602.0
3.0,9.143581628799438,512.0,-1.7400439977645874,-120.07906341552734,1.021173357963562,0.001953125,1.0,-369.4949645996094,296.0,926208.0,-0.010752920061349869,936.2768025716146,2.643780406316121,0.015503155866948266,0.16158854166666667,468.101220703125,603.0
4.0,12.20426058769226,512.0,-3.00368332862854,-147.1714324951172,-13.595868110656738,0.00390625,2.0,-572.1534652709961,212.0,927744.0,-0.014773136703297496,3862.684611002604,2.6474291404088337,0.01566582437759886,0.16744791666666667,1931.3010498046874,604.0
5.0,15.301181077957153,512.0,-3.0249412059783936,-149.07568359375,-11.137648582458496,0.00390625,2.0,-533.2524719238281,173.5,929280.0,-0.012818056717514991,1716.8364908854167,2.653790807723999,0.012161156255751848,0.14440104166666667,858.3788838704427,605.0
6.0,18.331355810165405,512.0,-2.859295606613159,-144.68618774414062,-4.848066329956055,0.005859375,3.0,-455.03418986002606,156.33333333333334,930816.0,-0.005245780106633902,2479.8795166015625,2.658197013537089,0.009843195664385955,0.1265625,1239.9078979492188,606.0
7.0,21.42018222808838,512.0,-1.7308063507080078,-126.50067901611328,7.790620803833008,0.00390625,2.0,-227.8963851928711,208.0,932352.0,0.006190533346186081,1375.7830078125,2.662644362449646,0.028147082931051653,0.3147786458333333,687.8710754394531,607.0
8.0,24.565664052963257,512.0,-2.4820287227630615,-135.44850158691406,-10.316856384277344,0.001953125,1.0,-631.7999877929688,335.0,933888.0,-0.007976931302497785,1922.6770385742188,2.66901433467865,0.027366420859470962,0.2731119791666667,961.3038431803385,608.0
9.0,27.655879020690918,512.0,-1.5649585723876953,-111.67230987548828,6.2228240966796875,0.00390625,2.0,-393.7640075683594,253.5,935424.0,-0.00896563776768744,1440.31875,2.6773843288421633,0.017926139667785414,0.197265625,720.1236287434896,609.0
10.0,30.716140031814575,512.0,-1.321418046951294,-117.67224884033203,14.03327465057373,0.00390625,2.0,-259.74866485595703,219.5,936960.0,-0.0031202894713108736,835.0900349934896,2.6785667816797893,0.012872593698557467,0.15052083333333333,417.5151031494141,610.0,-420.983415222168,352.8878859845977,201.4,0.0,0.0,0.0,1.0
11.0,39.050509452819824,512.0,-1.001768708229065,-90.67813873291016,2.2516353130340576,0.0,0.0,0.0,0.0,938496.0,-0.00487524742881457,123.78897908528646,2.679689399401347,0.009233697748277337,0.12037760416666667,61.86281776428223,611.0
12.0,42.30966901779175,512.0,-2.479172945022583,-135.17433166503906,0.8853597640991211,0.005859375,3.0,-405.82460530598956,163.66666666666666,940032.0,-0.0068224120885133745,1917.2407796223958,2.679280479749044,0.012371451097230117,0.16119791666666666,958.5867879231771,612.0
13.0,45.47384691238403,512.0,-3.320528268814087,-145.15625,-24.573486328125,0.001953125,1.0,-391.4656677246094,198.0,941568.0,-0.014735664830853541,3575.462361653646,2.6872136036554974,0.017869827778001005,0.19303385416666666,1787.689579264323,613.0
14.0,48.758049726486206,512.0,-2.9806270599365234,-148.00286865234375,-10.706860542297363,0.00390625,2.0,-545.0307693481445,178.0,943104.0,-0.009488134644925594,2673.1159912109374,2.6970017989476522,0.022676873963791876,0.24537760416666668,1336.521523030599,614.0
15.0,51.98881649971008,512.0,-1.539188265800476,-109.591064453125,-3.3793764114379883,0.0,0.0,0.0,0.0,944640.0,-0.009723666403442622,179.5233154296875,2.6977101882298786,0.014799361330612252,0.18782552083333334,89.72495727539062,615.0
16.0,55.133986711502075,512.0,-2.5026919841766357,-120.30548095703125,-20.938575744628906,0.0,0.0,0.0,0.0,946176.0,-0.011333834069470564,1720.373409016927,2.6999831279118855,0.012971957672076921,0.15078125,860.1483744303385,616.0
17.0,58.25221848487854,512.0,-2.4723961353302,-138.7123565673828,-4.736138343811035,0.00390625,2.0,-470.03028869628906,219.5,947712.0,-0.00025151697918772696,1066.3302693684896,2.7083494345347088,0.01707242224753524,0.20709635416666666,533.1378061930338,617.0
18.0,61.41952562332153,512.0,-2.9511845111846924,-149.4735565185547,-13.37170696258545,0.00390625,2.0,-704.3870544433594,235.0,949248.0,-0.0019215852643052736,1823.9892944335938,2.7137553691864014,0.030578457300240794,0.30052083333333335,911.9655965169271,618.0
19.0,64.60758805274963,512.0,-1.2255991697311401,-83.70757293701172,-2.6683661937713623,0.0,0.0,0.0,0.0,950784.0,-0.007680107994625966,308.4648396809896,2.718809135754903,0.016635101533029228,0.21458333333333332,154.19755121866862,619.0
20.0,67.74797201156616,512.0,-2.692023515701294,-138.9929962158203,-7.505798816680908,0.00390625,2.0,-383.33277893066406,177.5,952320.0,-0.012638740132873257,1656.3000040690104,2.7231497128804523,0.015590698458254337,0.17096354166666666,828.1101359049479,620.0,-430.0386169433594,322.3405284565414,185.4,0.0,0.2,0.0,0.0
21.0,75.52219676971436,512.0,-3.0266807079315186,-154.7726593017578,-18.87882423400879,0.001953125,1.0,-880.5223999023438,209.0,953856.0,-0.005092225782573223,1303.4258748372397,2.7268777529398602,0.015323814804044862,0.19596354166666666,651.6805623372396,621.0
22.0,78.63912439346313,512.0,-5.027531147003174,-194.6951904296875,-41.97244644165039,0.00390625,2.0,-728.4064331054688,148.5,955392.0,-0.009655621803055207,4064.043212890625,2.72769451936086,0.01573361726865793,0.1861328125,2031.9846598307292,622.0
23.0,81.65914964675903,512.0,-2.1599385738372803,-118.2804946899414,-7.163989543914795,0.001953125,1.0,-690.5669555664062,121.0,956928.0,-0.013072196984042724,558.9100087483724,2.731025250752767,0.016533580259419978,0.18209635416666667,279.4146240234375,623.0
24.0,84.74860191345215,512.0,-3.7387828826904297,-170.17796325683594,-16.195697784423828,0.005859375,3.0,-591.7445373535156,148.33333333333334,958464.0,-0.009730348425606886,2094.566092936198,2.73653994401296,0.02014180748180176,0.2208984375,1047.245955403646,624.0
25.0,93.50720500946045,512.0,-3.9756081104278564,-188.1356964111328,-31.440589904785156,0.001953125,1.0,-1391.9542236328125,277.0,960000.0,-0.015365219224865239,2087.3421427408853,2.741483537356059,0.018264844187069685,0.20638020833333334,1043.6282877604167,625.0
26.0,123.02962255477905,512.0,-4.095678329467773,-180.33006286621094,-19.424448013305664,0.005859375,3.0,-551.3650207519531,124.33333333333333,961536.0,-0.008634791430085897,853.7888488769531,2.748144181569417,0.012672323659838487,0.15442708333333333,426.8583068847656,626.0
27.0,151.6609377861023,512.0,-3.5985565185546875,-173.42431640625,-11.474114418029785,0.005859375,3.0,-467.27247111002606,126.33333333333333,963072.0,-0.008494860368470351,357.89709930419923,2.7511871417363483,0.025254071422386913,0.2369140625,178.91254145304362,627.0
28.0,181.15766215324402,512.0,-2.9725983142852783,-159.22735595703125,-10.25516414642334,0.00390625,2.0,-598.5018615722656,200.0,964608.0,-0.011964275082573295,1810.3151936848958,2.7482372919718423,0.023330524063203482,0.2138671875,905.1181660970052,628.0
